Year,County,SiteName,Enrollment,PBE,PME
2017-2018,Multnomah,MESD FLS Centennial MS,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,MESD FLS Knott Creek,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,MESD FLS Oliver E.S.,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,MESD FLS Transition Program,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,MESD FLS Wheatley School,58,3,0
2017-2018,Multnomah,Metropolitan Learning Center K-8,295,46,0
2017-2018,Multnomah,Metropolitan Learning Ctr HS,81,10,0
2017-2018,Multnomah,Mill Park ES,505,25,0
2017-2018,Multnomah,MONTESSORI CHILDREN'S HOUSE,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,MORNINGSTAR MONTESSORI HOUSE OF CHILDREN,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Morrison Center Counterpoint,13,0,0
2017-2018,Multnomah,Morrison Counterpoint (Dart School),Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Mt Scott Park Learning Ctr,139,6,0
2017-2018,Multnomah,Mt Tabor MS,713,56,1
2017-2018,Multnomah,Multisensory Learning Academy Elementary School,285,19,0
2017-2018,Multnomah,MULTISENSORY LEARNING ACADEMY MIDDLE SCHOOL,243,9,0
2017-2018,Multnomah,NAYA Early College Academy,46,1,0
2017-2018,Multnomah,Nickerson Adt,11,0,0
2017-2018,Multnomah,North Gresham ES,521,28,0
2017-2018,Multnomah,NORTHWEST ACADEMY,225,17,0
2017-2018,Multnomah,Ockley Green School 6-8,509,37,0
2017-2018,Multnomah,Odyssey Program K-8,217,19,0
2017-2018,Multnomah,Oliver Elementary,411,17,0
2017-2018,Multnomah,Opal Charter School,88,22,0
2017-2018,Multnomah,OPEN DOOR CHRISTIAN ACADEMY,278,87,0
2017-2018,Multnomah,OPEN SCHOOL - EAST,126,3,0
2017-2018,Multnomah,OPEN SCHOOL - NORTH,38,2,0
2017-2018,Multnomah,OUR HOUSE CHILDCARE,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,PACIFIC CREST COMM SCH,93,14,0
2017-2018,Multnomah,Parklane Elementary,378,12,0
2017-2018,Multnomah,Parkrose HS,912,17,0
2017-2018,Multnomah,PARKROSE MONTESSORI SCHOOL,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Parkrose MS,741,30,1
2017-2018,Multnomah,Parry Center,34,0,0
2017-2018,Multnomah,Parry Center SCIP,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Patrick Lynch ES,512,29,1
2017-2018,Multnomah,Peninsula K-8,265,16,0
2017-2018,Multnomah,PERFECT ANGELS CHILDCARE LLC #1,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,PHONICS PHACTORY CHRISTIAN SCHOOL,256,35,0
2017-2018,Multnomah,Pioneer 5-8 @ Youngson,41,3,0
2017-2018,Multnomah,Pioneer Annex 9-12,43,3,0
2017-2018,Multnomah,Pioneer K-6 @ Holladay Center,56,2,0
2017-2018,Multnomah,Pleasant Valley ES,424,39,0
2017-2018,Multnomah,PORTLAND ADVENTIST ACADEMY,256,16,0
2017-2018,Multnomah,PORTLAND ADVENTIST ELEMENTARY SCHOOL,206,23,0
2017-2018,Multnomah,PORTLAND CHRISTIAN ELEMENTARY SCHOOL,281,29,0
2017-2018,Multnomah,PORTLAND CHRISTIAN JR/SR HS,291,20,0
2017-2018,Multnomah,Portland International Scholars Academy,27,0,0
2017-2018,Multnomah,PORTLAND JEWISH ACADEMY,188,7,0
2017-2018,Multnomah,PORTLAND MONTESSORI SCHOOL,54,8,0
2017-2018,Multnomah,Portland Village School,407,166,5
2017-2018,Multnomah,Portland Youth Builders,26,0,0
2017-2018,Multnomah,Powell Valley Grade School,447,19,0
2017-2018,Multnomah,Prescott ES,309,11,0
2017-2018,Multnomah,PUDDLETOWN SCHOOL,41,9,0
2017-2018,Multnomah,RENAISSANCE SCHOOL OF ARTS AND SCIENCE,124,28,0
2017-2018,Multnomah,REY Academy,41,0,0
2017-2018,Multnomah,Reynolds Arthur Academy,202,23,0
2017-2018,Multnomah,Reynolds HS,"2,432",38,2
2017-2018,Multnomah,Reynolds Learning Academy,181,0,0
2017-2018,Multnomah,Reynolds MS,877,28,0
2017-2018,Multnomah,Richmond ES,635,64,0
2017-2018,Multnomah,Rieke ES,381,31,0
2017-2018,Multnomah,Rigler K-5,436,21,0
2017-2018,Multnomah,Riverdale Grade School,402,34,0
2017-2018,Multnomah,Riverdale High School,239,14,0
2017-2018,Multnomah,Robert Gray MS,534,22,1
2017-2018,Multnomah,Ron Russell MS,845,37,0
2017-2018,Multnomah,Roosevelt HS,805,23,1
2017-2018,Multnomah,Rosa Parks E.S.,270,8,1
2017-2018,Multnomah,Rosemary Anderson - Lents,89,1,0
2017-2018,Multnomah,Rosemary Anderson HS,116,2,0
2017-2018,Multnomah,Rosemary Anderson HS East,148,1,0
2017-2018,Multnomah,Rosemary Anderson HS- New Columbia,63,1,0
2017-2018,Multnomah,Roseway Heights K-8,655,32,0
2017-2018,Multnomah,ROYAL OWL ACADEMY,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Russell Academy,393,20,0
2017-2018,Multnomah,Sabin K-8,559,27,0
2017-2018,Multnomah,Sacramento ES,337,31,0
2017-2018,Multnomah,SAGE,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Salish Ponds ES,444,7,0
2017-2018,Multnomah,Sam Barlow HS,"1,528",45,0
2017-2018,Multnomah,Scott K-8,511,16,0
2017-2018,Multnomah,Sellwood MS,578,31,0
2017-2018,Multnomah,SERENDIPITY CENTER,103,7,0
2017-2018,Multnomah,Shaver ES,316,12,0
2017-2018,Multnomah,SHINING STAR SCHOOL,64,30,0
2017-2018,Multnomah,Sitton ES,344,10,1
2017-2018,Multnomah,Skyline K-8,298,17,0
2017-2018,Multnomah,SLAVIC CHRISTIAN ACADEMY,71,56,0
2017-2018,Multnomah,Springwater Trail HS,186,6,0
2017-2018,Multnomah,ST AGATHA SCHOOL,171,13,0
2017-2018,Multnomah,ST ANDREW  NATIVITY SCHOOL,81,1,0
2017-2018,Multnomah,ST CLARE  SCHOOL,201,8,0
2017-2018,Multnomah,ST IGNATIUS SCHOOL,201,10,0
2017-2018,Multnomah,ST JOHN FISHER SCHOOL,211,0,0
2017-2018,Multnomah,ST MARY'S ACADEMY,689,23,0
2017-2018,Multnomah,ST ROSE SCHOOL,220,4,0
2017-2018,Multnomah,ST THERESE SCHOOL,181,2,0
2017-2018,Multnomah,ST THOMAS MORE PARISH SCHOOL,204,4,0
2017-2018,Multnomah,Stephenson ES,352,18,0
2017-2018,Multnomah,Sunnyside Environmental K-8,595,124,1
2017-2018,Multnomah,SUNSTONE MONTESSORI SCHOOL,92,8,0
2017-2018,Multnomah,Sweetbriar ES,371,18,0
2017-2018,Multnomah,TRACKERS EARTH FOREST SCHOOL,32,10,0
2017-2018,Multnomah,TREE OF LIFE MONTESSORI,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Trillium Public Charter,285,84,0
2017-2018,Multnomah,TRINITY ACADEMY,100,17,0
2017-2018,Multnomah,TRINITY LUTHERAN SCHOOL,63,0,0
2017-2018,Multnomah,Troutdale ES,424,30,0
2017-2018,Multnomah,TUCKER MAXON ORAL SCHOOL,52,4,0
2017-2018,Multnomah,Ventura Park ES,422,21,0
2017-2018,Multnomah,Vernon K-8,522,43,1
2017-2018,Multnomah,Vestal K-8,323,11,1
2017-2018,Multnomah,VILLAGE FREE SCHOOL,50,25,0
2017-2018,Multnomah,Walt Morey MS,569,27,0
2017-2018,Multnomah,West Gresham ES,286,13,0
2017-2018,Multnomah,WEST HILLS CHRISTIAN SCHOOL,377,47,0
2017-2018,Multnomah,WEST HILLS MONTESSORI SCHOOL,67,5,0
2017-2018,Multnomah,West Orient MS,470,26,0
2017-2018,Multnomah,West Powellhurst ES,431,23,0
2017-2018,Multnomah,West Sylvan MS,871,33,2
2017-2018,Multnomah,White Shield School,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Whitman ES,261,12,0
2017-2018,Multnomah,WHOLE CHILD MONTESSORI CENTER INC,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Wilkes ES,428,10,0
2017-2018,Multnomah,Wilson High School,"1,462",70,2
2017-2018,Multnomah,WINDSONG PRESCHOOL,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Winterhaven K-8,352,41,0
2017-2018,Multnomah,Wood ES,522,10,0
2017-2018,Multnomah,Woodland Elementary,446,17,0
2017-2018,Multnomah,Woodlawn PK-8,322,14,0
2017-2018,Multnomah,Woodmere E.S.,283,7,0
2017-2018,Multnomah,Woodstock Elementary,549,40,1
2017-2018,Multnomah,Wynne Watts School,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Multnomah,Youth Progress Association,13,0,0
2017-2018,Polk,Ash Creek Elementary,556,8,0
2017-2018,Polk,Brush College Elementary,271,17,0
2017-2018,Polk,Central High School,966,24,0
2017-2018,Polk,Chapman Hill,407,23,1
2017-2018,Polk,Dallas Community School,195,108,1
2017-2018,Polk,Dallas High School,882,27,1
2017-2018,Polk,Eola Hills Charter School,39,0,0
2017-2018,Polk,Faith Christian School,169,9,1
2017-2018,Polk,Falls City Elementary,132,20,0
2017-2018,Polk,Falls City High School,79,7,0
2017-2018,Polk,Grace Christian Preschool & Kindergarten,14,1,0
2017-2018,Polk,Harritt Elementary,495,15,0
2017-2018,Polk,Independence Elementary School,404,5,1
2017-2018,Polk,Kalapuya Elementary,587,23,1
2017-2018,Polk,LaCreole Middle School,651,29,1
2017-2018,Polk,LVC-Luckiamute Valley Charter School,183,24,0
2017-2018,Polk,Lyle Elementary School,417,14,0
2017-2018,Polk,MCACS (Morrison Charter School),52,0,0
2017-2018,Polk,Mid Valley Christian Academy,34,10,0
2017-2018,Polk,Monmouth Elementary School,528,11,0
2017-2018,Polk,Monmouth Montessori School LLC,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Polk,Myers Elementary,533,23,0
2017-2018,Polk,Oakdale Heights,360,16,0
2017-2018,Polk,Perrydale Elementary,147,5,1
2017-2018,Polk,Perrydale MS/HS l,166,4,1
2017-2018,Polk,Polk Adolescent Day Treatment Center,17,1,0
2017-2018,Polk,Riviera Christian School & Daycare,103,4,0
2017-2018,Polk,Straub Middle School,610,35,0
2017-2018,Polk,Talmadge Middle School,787,16,1
2017-2018,Polk,Walker Middle School,663,29,3
2017-2018,Polk,West Salem High School,"1,725",53,5
2017-2018,Polk,Western Mennonite School,131,11,1
2017-2018,Polk,Whitworth Elementary,446,19,0
2017-2018,Tillamook,East Elementary,523,15,1
2017-2018,Tillamook,Fire Mountain School,12,6,0
2017-2018,Tillamook,Garibaldi Grade School,185,10,0
2017-2018,Tillamook,Liberty Elementary,323,13,0
2017-2018,Tillamook,Neahkahnie High School,217,16,1
2017-2018,Tillamook,Neahkahnie Middle School,192,13,1
2017-2018,Tillamook,Nehalem Elementary,189,20,0
2017-2018,Tillamook,NESKOWIN VALLEY SCHOOL,46,18,1
2017-2018,Tillamook,Nestucca Middle/High School,222,8,0
2017-2018,Tillamook,Nestucca Valley Elementary School,241,10,1
2017-2018,Tillamook,Ocean Breeze School,41,12,0
2017-2018,Tillamook,Pacific Christian School,30,1,0
2017-2018,Tillamook,South Prairie Elementary School,350,7,0
2017-2018,Tillamook,Tillamook Adventist School,66,9,0
2017-2018,Tillamook,Tillamook High School,638,14,0
2017-2018,Tillamook,Tillamook Junior High School,348,10,0
2017-2018,Tillamook,Trask River High School,32,0,0
2017-2018,Umatilla,Armand Larive Middle School,777,9,1
2017-2018,Umatilla,Athena Elementary,156,8,0
2017-2018,Umatilla,Blue Mountain Mennonite School,34,17,0
2017-2018,Umatilla,Central Middle School,407,2,0
2017-2018,Umatilla,Clara Brownell Middle School,293,3,0
2017-2018,Umatilla,Desert View Elementary,597,13,0
2017-2018,Umatilla,Echo Elementary and High School,296,7,4
2017-2018,Umatilla,Ferndale Elementary School,267,3,0
2017-2018,Umatilla,Freewater Elementary,283,1,0
2017-2018,Umatilla,Grove Elementary,259,3,0
2017-2018,Umatilla,Harris Junior Academy,28,2,0
2017-2018,Umatilla,Hawthorne School,47,0,0
2017-2018,Umatilla,Helix School District,190,2,1
2017-2018,Umatilla,Hermiston Christian School,77,2,0
2017-2018,Umatilla,Hermiston High School,"1,623",24,3
2017-2018,Umatilla,Hermiston Junior Academy,29,0,0
2017-2018,Umatilla,Highland Hills Elementary,457,6,1
2017-2018,Umatilla,Homestead Youth,22,0,0
2017-2018,Umatilla,Lifeways Day Treatment Program,15,0,0
2017-2018,Umatilla,LIGHTHOUSE CHRISTIAN ACADEMY,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Umatilla,McKay Creek Elementary,292,8,1
2017-2018,Umatilla,McLoughlin High School,508,3,0
2017-2018,Umatilla,McNary Heights Elementary,643,11,0
2017-2018,Umatilla,Milton-Stateline SDA School,69,9,0
2017-2018,Umatilla,Nixyaawii Community School,78,0,1
2017-2018,Umatilla,Pendleton Early Learning Center,251,9,0
2017-2018,Umatilla,Pendleton High School,782,16,1
2017-2018,Umatilla,Pilot Rock Elementary,156,6,0
2017-2018,Umatilla,Pilot Rock JR/SR High School,173,4,0
2017-2018,Umatilla,Rocky Heights Elementary,477,7,0
2017-2018,Umatilla,Sandstone Middle School,547,5,0
2017-2018,Umatilla,Sherwood Heights Elementary,467,15,0
2017-2018,Umatilla,Stanfield Elementary,199,4,3
2017-2018,Umatilla,Stanfield Secondary,248,0,0
2017-2018,Umatilla,Sunridge Middle School,745,10,0
2017-2018,Umatilla,Sunset Elementary,592,7,0
2017-2018,Umatilla,Ukiah Elementary and High School,33,4,0
2017-2018,Umatilla,Umatilla High School,390,5,0
2017-2018,Umatilla,Under the Son Preschool,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Umatilla,Washington Elementary,438,4,0
2017-2018,Umatilla,West Park Elementary,575,9,0
2017-2018,Umatilla,Weston Middle School,247,7,0
2017-2018,Umatilla,Weston-McEwen High School,168,3,0
2017-2018,Union,Central Elementary School,490,18,0
2017-2018,Union,Cove School District/charter school,276,12,0
2017-2018,Union,Elgin Stella Mayfield Elementary combined with Elg,409,23,2
2017-2018,Union,Grande Ronde Academy,58,6,0
2017-2018,Union,Grande Ronde Mennonite School,40,30,0
2017-2018,Union,Greenwood Elementary School,328,19,0
2017-2018,Union,Heidi Ho Preschool and Kindergarten,23,2,0
2017-2018,Union,Imbler Elementary,165,8,0
2017-2018,Union,Imbler JR/SR High,137,11,3
2017-2018,Union,Island City Elementary,325,16,0
2017-2018,Union,La Grande High School,660,32,4
2017-2018,Union,La Grande Middle School,522,27,1
2017-2018,Union,La Grande Seventh Day Adventist School,27,2,0
2017-2018,Union,Lighthouse Apostolic Academy,96,1,0
2017-2018,Union,North Powder School,262,18,0
2017-2018,Union,OAK HAVEN,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Union,Riverbend High School OYA,10,0,0
2017-2018,Union,Union Elementary School,165,6,0
2017-2018,Union,Union High School,171,3,0
2017-2018,Wallowa,Enterprise Elementary,207,9,0
2017-2018,Wallowa,Enterprise Jr/Sr High School,196,14,0
2017-2018,Wallowa,Enterprise Seventh Day Adventist School,10,1,0
2017-2018,Wallowa,Joseph Schools,238,14,1
2017-2018,Wallowa,Troy School Dist. 54,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Wallowa,Wallowa School District #12,178,2,0
2017-2018,Washington,A Child's Way Preschool and Kindergarden,17,2,0
2017-2018,Washington,Agia Sophia Academy,30,12,0
2017-2018,Washington,Alberta Rider Elementary,562,19,1
2017-2018,Washington,Aloha High School,"1,850",32,5
2017-2018,Washington,Aloha-Huber Park School,878,16,2
2017-2018,Washington,Altair School,18,0,0
2017-2018,Washington,Amiguitos Pre School Westside,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Archer Glen Elementary,561,28,0
2017-2018,Washington,Arco Iris Spanish Immersion School,310,25,0
2017-2018,Washington,Arts and Communications,654,29,2
2017-2018,Washington,Banks Elementary School,470,27,0
2017-2018,Washington,Banks High School,374,6,2
2017-2018,Washington,Banks Middle School,275,8,1
2017-2018,Washington,Barnes Elementary,595,7,0
2017-2018,Washington,Beaver Acres Elementary,688,33,0
2017-2018,Washington,Beaverton High School,"1,641",24,3
2017-2018,Washington,Bethany Elementary,514,26,2
2017-2018,Washington,Bethany Village Montessori School,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Bonny Slope Elementary,624,37,1
2017-2018,Washington,Bridgeport Elementary School,513,15,0
2017-2018,Washington,Brookwood Elementary School,344,8,0
2017-2018,Washington,Brown Middle School,730,12,1
2017-2018,Washington,Butternut Creek Elementary,398,8,0
2017-2018,Washington,Byrom Elementary,551,26,1
2017-2018,Washington,Carden Cascade Academy,67,3,0
2017-2018,Washington,Catlin Gabel - Beginning School,36,4,0
2017-2018,Washington,Catlin Gabel Lower School,205,17,0
2017-2018,Washington,Catlin Gabel School - Upper,312,14,0
2017-2018,Washington,Catlin Gabel School-Middle,188,10,0
2017-2018,Washington,Cedar Hills Kindegarten and Preschool,18,4,0
2017-2018,Washington,Cedar Mill Elementary,415,24,2
2017-2018,Washington,Cedar Park Middle School,998,34,0
2017-2018,Washington,Century High School,"1,497",6,5
2017-2018,Washington,Charles F Tigard Elementary,474,22,2
2017-2018,Washington,Chehalem Elementary,475,23,1
2017-2018,Washington,Chickadee Montessori LLC,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,City View Charter School,185,14,1
2017-2018,Washington,Community High School - Merlo Station,126,0,0
2017-2018,Washington,Conestoga  Middle,939,22,1
2017-2018,Washington,Cooper Mountain Elementary,516,21,1
2017-2018,Washington,CorDeo Christian Academy,210,38,0
2017-2018,Washington,Cordero Residential Treatment,13,0,0
2017-2018,Washington,Cornelius Elementary,282,2,0
2017-2018,Washington,Creative Children's Center,11,2,0
2017-2018,Washington,Crescent Islamic Montessori School,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Day Treatment Program,31,1,0
2017-2018,Washington,Deer Creek Elementary,611,31,1
2017-2018,Washington,Dilley Elementary,250,9,1
2017-2018,Washington,Durham Education Center,44,0,0
2017-2018,Washington,Durham Elementary,560,17,7
2017-2018,Washington,Early Learning Community at Pacific University,37,2,0
2017-2018,Washington,Early Learning Matters,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Eastwood Elementary,441,18,1
2017-2018,Washington,Echo Shaw Elementary,420,3,0
2017-2018,Washington,Edison High School,96,0,4
2017-2018,Washington,Edy Ridge Elementary,581,17,0
2017-2018,Washington,Elmonica Elementary,648,13,0
2017-2018,Washington,Errol Hassell Elementary,464,19,0
2017-2018,Washington,Evergreen Middle School,786,11,5
2017-2018,Washington,Faith Bible Christian School,324,32,3
2017-2018,Washington,Farmington View Elementary,313,21,2
2017-2018,Washington,Fern Hill Elementary,357,6,0
2017-2018,Washington,Findley Elementary,707,31,2
2017-2018,Washington,Fir Grove Elementary,434,15,0
2017-2018,Washington,Five Oaks Middle School,"1,003",32,2
2017-2018,Washington,Forest Grove Community School,203,16,3
2017-2018,Washington,Forest Grove High School,"1,825",33,6
2017-2018,Washington,Forest Hills Lutheran School,203,9,1
2017-2018,Washington,Fowler Middle School,780,21,1
2017-2018,Washington,Free Orchards Elementary,385,10,0
2017-2018,Washington,Gaarde Christian School,107,7,0
2017-2018,Washington,Gaston Elementary,256,11,2
2017-2018,Washington,Gaston Jr. Sr High School,282,20,0
2017-2018,Washington,German International School,138,14,0
2017-2018,Washington,Glencoe High School,"1,487",12,5
2017-2018,Washington,Greenway Elementary,333,11,1
2017-2018,Washington,Groner Elementary,198,10,1
2017-2018,Washington,Groner Middle School,43,3,0
2017-2018,Washington,Harvey Clarke Elementary,497,24,3
2017-2018,Washington,Hazelbrook Middle School,969,16,4
2017-2018,Washington,Hazeldale Elementary,450,14,0
2017-2018,Washington,Health & Science School,692,13,4
2017-2018,Washington,Highland Park Middle School,913,15,1
2017-2018,Washington,Hillsboro Big Picture,23,0,0
2017-2018,Washington,Hillsboro High School,"1,242",20,2
2017-2018,Washington,Hillsboro Online Academy,157,18,2
2017-2018,Washington,Hillsboro Parent Preschool and Kindergarten,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Hiteon Elementary,646,45,0
2017-2018,Washington,Holy Trinity Catholic School,274,9,0
2017-2018,Washington,Hope Chinese Charter School,234,20,2
2017-2018,Washington,Horizon Christian Elementary and Middle School,233,29,0
2017-2018,Washington,Horizon Christian High School,133,7,2
2017-2018,Washington,Imlay Elementary,521,25,0
2017-2018,Washington,Indian Hills Elementary,473,6,3
2017-2018,Washington,International School of Beaverton ( ISB ),867,16,3
2017-2018,Washington,Islamic School of Muslim Educational Trust (ISMET),136,7,0
2017-2018,Washington,J Clyde Hopkins Elementary School,488,37,0
2017-2018,Washington,Jackson Elementary,560,32,2
2017-2018,Washington,Jacob Wismer Elementary,704,26,2
2017-2018,Washington,Jesuit High School,"1,264",19,1
2017-2018,Washington,Joseph Gale Elementary School,483,16,3
2017-2018,Washington,Kids Incorporated Learning Center- Beaverton,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Kindercare Learning Center - Baseline,10,0,0
2017-2018,Washington,Kinnaman Elementary,673,13,1
2017-2018,Washington,Knowledge Beginnings - Hillsboro,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Ladd Acres Elementary,520,21,1
2017-2018,Washington,Laurel Ridge Middle School,492,13,2
2017-2018,Washington,Learning Years Inc. - Jenkins,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Lenox Elementary,464,16,0
2017-2018,Washington,Levi Anderson Learning Center - St. Mary's,98,1,0
2017-2018,Washington,Liberty High School,"1,458",21,1
2017-2018,Washington,Life Christian School,199,11,0
2017-2018,Washington,Lincoln Street Elementary,477,7,0
2017-2018,Washington,Living Wisdom School,40,23,0
2017-2018,Washington,Mary Woodward Elementary,536,43,1
2017-2018,Washington,Mayflower Montessori,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,McKay Elementary,292,13,0
2017-2018,Washington,McKinley Elementary,589,18,1
2017-2018,Washington,McKinney Elementary,466,3,3
2017-2018,Washington,Meadow Park Middle School,816,12,4
2017-2018,Washington,Metzger Elementary School,641,25,0
2017-2018,Washington,Middleton Elementary,601,27,1
2017-2018,Washington,Miller Education Center East,80,0,0
2017-2018,Washington,Miller Education Center West,41,0,0
2017-2018,Washington,Minter Bridge Elementary,463,10,0
2017-2018,Washington,Mitch Charter School,242,25,0
2017-2018,Washington,Montclair Elementary,323,19,0
2017-2018,Washington,Montessori Cares,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Montessori School of Beaverton,116,20,0
2017-2018,Washington,Mooberry Elementary,433,3,0
2017-2018,Washington,Mountain View Middle School,826,17,0
2017-2018,Washington,Mountainside High School,872,18,8
2017-2018,Washington,Nancy Ryles Elementary,562,12,0
2017-2018,Washington,Neil Armstrong Middle School,829,10,0
2017-2018,Washington,New Life Christian School,10,1,0
2017-2018,Washington,North Plains Elementary,353,17,0
2017-2018,Washington,Northwest Chinese Academy,40,6,0
2017-2018,Washington,Oak Grove Academy,36,1,0
2017-2018,Washington,Oak Hills Elementary,551,21,2
2017-2018,Washington,Oregon Episcopal School,845,40,0
2017-2018,Washington,Orenco Elementary,625,22,2
2017-2018,Washington,Our Redeemer Lutheran Preschool,15,0,0
2017-2018,Washington,Patterson Elementary,450,10,0
2017-2018,Washington,Pilgrim Lutheran School,155,9,0
2017-2018,Washington,Poynter Middle School,740,16,2
2017-2018,Washington,Prince of Peace School,29,1,0
2017-2018,Washington,Quatama Elementary,462,13,0
2017-2018,Washington,Raleigh Hills Elementary,548,15,3
2017-2018,Washington,Raleigh Park Elementary,369,16,1
2017-2018,Washington,Reedville Elementary,248,1,0
2017-2018,Washington,Ridgewood Elementary,426,28,1
2017-2018,Washington,Rock Creek Elementary,552,38,3
2017-2018,Washington,Rosedale Elementary,430,7,1
2017-2018,Washington,Sato Elementary School,502,20,0
2017-2018,Washington,Scholls Heights Elementary,525,18,0
2017-2018,Washington,School of Science & Technology,166,10,0
2017-2018,Washington,Sexton Mt. Elementary,511,32,2
2017-2018,Washington,Sherwood Charter School,199,32,0
2017-2018,Washington,Sherwood High School,"1,697",42,2
2017-2018,Washington,Sherwood Middle School,696,22,3
2017-2018,Washington,Smockville Montessori,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,South Meadows Middle School,688,15,2
2017-2018,Washington,Southridge High School,"1,506",24,2
2017-2018,Washington,Southwest Christian School,246,29,2
2017-2018,Washington,Springville School,767,21,0
2017-2018,Washington,St. Anthony Catholic School,284,2,0
2017-2018,Washington,St. Cecilia School,233,22,0
2017-2018,Washington,St. Francis of Assisi School,85,8,0
2017-2018,Washington,St. Francis School,133,0,0
2017-2018,Washington,St. Matthew Catholic School,224,6,0
2017-2018,Washington,St. Pius X School,480,9,1
2017-2018,Washington,St. Stephens Academy,258,42,0
2017-2018,Washington,Stoller Middle School,"1,474",26,4
2017-2018,Washington,Sunset High School,"2,151",43,6
2017-2018,Washington,Sunshine Montessori,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
2017-2018,Washington,Swallowtail Waldorf School and Farm,132,60,0
2017-2018,Washington,Templeton James Elementary,588,38,2
2017-2018,Washington,Terra Linda Elementary,378,21,1
2017-2018,Washington,The Goddard School (Elam Young),13,0,0
2017-2018,Washington,Tigard High School,"1,870",40,3
2017-2018,Washington,Tigard-Tualatin Online Academy,99,7,0
2017-2018,Washington,Tobias Elementary,442,10,1
2017-2018,Washington,Tom McCall Upper Elementary,755,12,2
2017-2018,Washington,Transition Program - Tigard HS,35,0,0
2017-2018,Washington,Tualatin Elementary,525,11,4
2017-2018,Washington,Tualatin High School,"1,911",37,11
2017-2018,Washington,Tualatin Valley Academy,176,13,0
2017-2018,Washington,Twality Middle School,"1,062",26,2
2017-2018,Washington,Valley Catholic Elementary School,335,19,0
2017-2018,Washington,Valley Catholic High School,377,4,0
2017-2018,Washington,Valley Catholic Middle School,252,7,0
2017-2018,Washington,Valor Christian School International,213,9,0
2017-2018,Washington,Visitation Catholic School,167,2,0
2017-2018,Washington,Vose Elementary,597,14,0
2017-2018,Washington,W.L. Henry Elementary,351,0,0
2017-2018,Washington,West Tualatin View Elementary,364,25,0
2017-2018,Washington,West Union Elementary School,388,17,0
2017-2018,Washington,Westgate Christian School,132,21,1
2017-2018,Washington,Westside Christian High School,212,5,0
2017-2018,Washington,Westside Montessori International,Site has fewer than 10 children in the adjusted enrollment.  No numbers are displayed.,,
